2;"SBD";"b-s";"b-s";"singularitynet-agi-blockchain-trifft-auf-kuenstliche-intelligenz";"/deutsch/@b-s/singularitynet-agi-blockchain-trifft-auf-kuenstliche-intelligenz";2460;2018-01-30 02:24:04;5.63
2;"SBD";"teevmoore";"teevmoore";"pure-epsom-salt-2018-01-29-13-39-10";"/steembloggers/@teevmoore/pure-epsom-salt-2018-01-29-13-39-10";2460;2018-01-30 02:24:04;5.63
4;"SBD";"luckystrikes";"luckystrikes";"crypterium-ico";"/kr/@luckystrikes/crypterium-ico";4920;2018-01-30 02:24:04;5.63
0.13;"SBD";"funatoz";"spydo";"nature-is-beautiful";"/smartphonephotography/@spydo/nature-is-beautiful";160;2018-01-30 02:24:04;5.63
0.1;"SBD";"skwth";"skwth";"photography-takes-an-instant-out-of-time-altering-life-by-holding-it-still";"/photography/@skwth/photography-takes-an-instant-out-of-time-altering-life-by-holding-it-still";196;2018-01-30 04:48:03;5.55;6.32
1;"SBD";"kalemandra";"kalemandra";"mandelbulb-fantasy-series-lacy-corals";"/art/@kalemandra/mandelbulb-fantasy-series-lacy-corals";1961;2018-01-30 04:48:03;5.55;6.32
0.2;"SBD";"jamjamfood";"jamjamfood";"check-check-check-grow-box-ready";"/gardening/@jamjamfood/check-check-check-grow-box-ready";392;2018-01-30 04:48:03;5.55;6.32
2;"SBD";"kalemandra";"kalemandra";"macrothursday-colorful-pebble-closeup";"/macrothursday/@kalemandra/macrothursday-colorful-pebble-closeup";3922;2018-01-30 04:48:03;5.55;6.32
0.1;"SBD";"gamzem";"gamzem";"gamzem-yaylann-imenine";"/dsound/@gamzem/gamzem-yaylann-imenine";196;2018-01-30 04:48:03;5.55;6.32
0.1;"SBD";"fitinfun";"fitinfun";"my-new-crypto-wallet-fun-and-disturbing";"/cryptocurrency/@fitinfun/my-new-crypto-wallet-fun-and-disturbing";196;2018-01-30 04:48:03;5.55;6.32
1;"SBD";"killerfreak";"killerfreak";"2f8ae340-051a-11e8-ab29-5b45c34140e6";"/dlive/@killerfreak/2f8ae340-051a-11e8-ab29-5b45c34140e6";1961;2018-01-30 04:48:03;5.55;6.32
0.3;"SBD";"discernente";"discernente";"re-abdelfattahnadif-re-discernente-coxinha-de-mortadela-20180127t203204915z";"/pt/@discernente/coxinha-de-mortadela#@discernente/re-abdelfattahnadif-re-discernente-coxinha-de-mortadela-20180127t203204915z";588;2018-01-30 04:48:03;5.55;6.32
0.3;"SBD";"alexicp";"alexicp";"actitud-de-desanimo-vs-la-perseverancia-tu-decides-cual-escoger";"/spanish/@alexicp/actitud-de-desanimo-vs-la-perseverancia-tu-decides-cual-escoger";588;2018-01-30 04:48:03;5.55;6.32
1.178;"SBD";"puncakbukit";"puncakbukit";"10-besar-kategori-hari-ini-senin-29-januari-2018";"/peringkat/@puncakbukit/10-besar-kategori-hari-ini-senin-29-januari-2018";2069;2018-01-30 07:12:03;6.34
0.1;"SBD";"angelusnoctum";"angelusnoctum";"singapur";"/singapur/@angelusnoctum/singapur";176;2018-01-30 07:12:03;6.34
0.1;"SBD";"dobartim";"dobartim";"steemit-ultimate-challenge-8-weeks-prize-fund-2000-sbd-week-1";"/steemitultimatechallenge/@dobartim/steemit-ultimate-challenge-8-weeks-prize-fund-2000-sbd-week-1";176;2018-01-30 07:12:03;6.34
0.1;"SBD";"madviking";"madviking";"my-new-laptop-gigabyte-sabre-17-k-review";"/technology/@madviking/my-new-laptop-gigabyte-sabre-17-k-review";176;2018-01-30 07:12:03;6.34
0.3;"SBD";"raulp3rez229";"raulp3rez229";"razas-de-perros-pequenos-parte-1";"/spanish/@raulp3rez229/razas-de-perros-pequenos-parte-1";527;2018-01-30 07:12:03;6.34
0.1;"SBD";"wasgyo";"hannanh";"probando-comida-de-la-selva-peruana";"/spanish/@hannanh/probando-comida-de-la-selva-peruana";176;2018-01-30 07:12:03;6.34
0.7;"SBD";"mercyjohnson";"mercyjohnson";"14-food-recipe-chocolate-pena-cotta-eat-today-d830d96052f6";"/food/@mercyjohnson/14-food-recipe-chocolate-pena-cotta-eat-today-d830d96052f6";1230;2018-01-30 07:12:03;6.34
1;"SBD";"gshasan";"gshasan";"gshasan-gshasan-california-music";"/dsound/@gshasan/gshasan-gshasan-california-music";1757;2018-01-30 07:12:03;6.34
1;"SBD";"seal7";"seal7";"levy-mcgarden-from-fairy-tail-digital-art-process";"/art/@seal7/levy-mcgarden-from-fairy-tail-digital-art-process";1757;2018-01-30 07:12:03;6.34
0.2;"SBD";"bluemoon";"bluemoon";"contest-animalphotography-in-photocontests-by-juliank-a-curious-cat-in-thassos";"/animalphotography/@bluemoon/contest-animalphotography-in-photocontests-by-juliank-a-curious-cat-in-thassos";351;2018-01-30 07:12:03;6.34
0.365;"SBD";"rafpokmac";"rafpokmac";"where-we-come-from-the-origin-situation-and-position-of-the-living-being-de-donde-venimos-el-origen-situacion-y-postura-del-ser";"/life/@rafpokmac/where-we-come-from-the-origin-situation-and-position-of-the-living-being-de-donde-venimos-el-origen-situacion-y-postura-del-ser";641;2018-01-30 07:12:03;6.34
0.1;"SBD";"fabinhocrypto";"fabinhocrypto";"contest-win-sdb-what-will-be-the-value-of-this-post-after-7-days-1";"/busy/@fabinhocrypto/contest-win-sdb-what-will-be-the-value-of-this-post-after-7-days-1";176;2018-01-30 07:12:03;6.34
0.3;"SBD";"shahidshah";"shahidshah";"dark-night-of-soul-sirknight-monday-darkness-must-read-this-your-life-will-be-changed-inshallah";"/religion/@shahidshah/dark-night-of-soul-sirknight-monday-darkness-must-read-this-your-life-will-be-changed-inshallah";527;2018-01-30 07:12:03;6.34
0.15;"SBD";"alexandruionescu";"alexandruionescu";"3kgkpg-evening-inspiration-2";"/quote/@alexandruionescu/3kgkpg-evening-inspiration-2";263;2018-01-30 07:12:03;6.34
0.1;"STEEM";"sigmundfreud";"steem.lol";"when-i-first-sold-sbd-at-15-zg1hbmlh-p8but";"/dmania/@steem.lol/when-i-first-sold-sbd-at-15-zg1hbmlh-p8but";286;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"cloudaut";"cloudaut";"flash-coin-continua-a-salire-e-passa-dalla-266-alla-245-posizione-per-capitalizzazione";"/cryptocurrency/@cloudaut/flash-coin-continua-a-salire-e-passa-dalla-266-alla-245-posizione-per-capitalizzazione";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"garudi";"garudi";"to-the-city-zg1hbmlh-yzdfj";"/dmania/@garudi/to-the-city-zg1hbmlh-yzdfj";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"garudi";"garudi";"bandwidth-errors-zg1hbmlh-m5zlx";"/dmania/@garudi/bandwidth-errors-zg1hbmlh-m5zlx";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"imaginalex";"imaginalex";"learning-blender-unity-and-coding";"/gamedev/@imaginalex/learning-blender-unity-and-coding";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"tropicalwolf79";"tropicalwolf79";"i-am-a-pirate";"/poetry/@tropicalwolf79/i-am-a-pirate";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"kburaky";"kburaky";"decentmemes-1517269896824";"/decentmemes/@kburaky/decentmemes-1517269896824";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"sagor24";"sagor24";"5-awesome-advantages-of-cauliflower";"/health/@sagor24/5-awesome-advantages-of-cauliflower";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"samsmithson";"samsmithson";"10-unbelievable-shots-of-new-york-you-can-use-for-free";"/new/@samsmithson/10-unbelievable-shots-of-new-york-you-can-use-for-free";329;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"hendeantoima";"hendeantoima";"compartiendo-en-el-meetup-con-el-equipo-de-votovzla-y-conociendo-amigos-5d80595bbfee9";"/meetup/@hendeantoima/compartiendo-en-el-meetup-con-el-equipo-de-votovzla-y-conociendo-amigos-5d80595bbfee9";329;2018-01-30 09:36:03;5.28;5.95
0.3;"SBD";"mariachan";"mariachan";"6npgsf-new-funny-pokemons-in-pokemon-go";"/gaming/@mariachan/6npgsf-new-funny-pokemons-in-pokemon-go";988;2018-01-30 09:36:03;5.28;5.95
0.3;"SBD";"dbzfan4awhile";"dbzfan4awhile";"c-sharp-programming-beginner-tutorial-no-frills-dungeon-crawler-part-1";"/csharp-forbeginners/@dbzfan4awhile/c-sharp-programming-beginner-tutorial-no-frills-dungeon-crawler-part-1";988;2018-01-30 09:36:03;5.28;5.95
0.3;"SBD";"steem3";"steem3";"ether-rockets-crypto-kitties-but-10x-better";"/ethereum/@steem3/ether-rockets-crypto-kitties-but-10x-better";988;2018-01-30 09:36:03;5.28;5.95
0.75;"SBD";"champagnecrypto";"champagnecrypto";"4by1qdyg";"/signups/@champagnecrypto/4by1qdyg";2470;2018-01-30 09:36:03;5.28;5.95
0.3;"SBD";"cheaperwhale";"cheaperwhale";"original-meme-needing-appraisal";"/pic/@cheaperwhale/original-meme-needing-appraisal";988;2018-01-30 09:36:03;5.28;5.95
0.1;"SBD";"cricnews";"cricnews";"20180130t000608331z";"/cricnews/@cricnews/20180130t000608331z";329;2018-01-30 09:36:03;5.28;5.95
1;"SBD";"thenomad";"thenomad";"does-coinbase-actually-kind-of-suck";"/cryptocurrency/@thenomad/does-coinbase-actually-kind-of-suck";863;2018-01-30 12:00:03;5.25;5.88
0.1;"STEEM";"sigmundfreud";"sigmundfreud";"we-all-love-bernie-zg1hbmlh-ak4fq";"/dmania/@sigmundfreud/we-all-love-bernie-zg1hbmlh-ak4fq";76;2018-01-30 12:00:03;5.25;5.88
6.5;"SBD";"luckystrikes";"luckystrikes";"eth";"/kr/@luckystrikes/eth";5609;2018-01-30 12:00:03;5.25;5.88
0.1;"SBD";"rtonline";"rtonline";"the-benefits-of-quince";"/food/@rtonline/the-benefits-of-quince";86;2018-01-30 12:00:03;5.25;5.88
0.1;"SBD";"yuemay";"yuemay";"verge-xvg";"/cryptocurrency/@yuemay/verge-xvg";86;2018-01-30 12:00:03;5.25;5.88
0.2;"SBD";"ulisesfl17";"ulisesfl17";"la-mayoria-de-la-humanidad-se-prohibe-disfrutar-plenamente-de-la-vida";"/psychology/@ulisesfl17/la-mayoria-de-la-humanidad-se-prohibe-disfrutar-plenamente-de-la-vida";173;2018-01-30 12:00:03;5.25;5.88
3.5;"SBD";"luckystrikes";"luckystrikes";"34vrcj";"/kr/@luckystrikes/34vrcj";3020;2018-01-30 12:00:03;5.25;5.88
0.1;"SBD";"ezraabas";"ezraabas";"a-green-day-mypictureday-submission";"/mypictureday/@ezraabas/a-green-day-mypictureday-submission";86;2018-01-30 12:00:03;5.25;5.88
0.1;"SBD";"tedtv";"tedtv";"youtube-sets-stricter-requirements-for-video-monetization";"/steemit/@tedtv/youtube-sets-stricter-requirements-for-video-monetization";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"wasgyo";"darkred";"relatos-terror-no-3";"/terror/@darkred/relatos-terror-no-3";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"tanvirrahman";"tanvirrahman";"i-am-coming-bot-zg1hbmlh-pf5xy";"/dmania/@tanvirrahman/i-am-coming-bot-zg1hbmlh-pf5xy";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"hatu";"hatu";"sugar-high-from-mr-cronut";"/colourfulphotography/@hatu/sugar-high-from-mr-cronut";164;2018-01-30 14:24:03;5.35;5.86
2.29;"SBD";"sneakyninja";"sneakyninja";"the-daily-sneak-24-january-2018";"/curation/@sneakyninja/the-daily-sneak-24-january-2018";3750;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"sha256md5";"sha256md5";"photo-manipulation-timelapse-9-the-handoff";"/art/@sha256md5/photo-manipulation-timelapse-9-the-handoff";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"emrahyalcin";"emrahyalcin";"emrahyalcin-yokluunda-gitar-cover";"/dsound/@emrahyalcin/emrahyalcin-yokluunda-gitar-cover";164;2018-01-30 14:24:03;5.35;5.86
2;"SBD";"puncakbukit";"puncakbukit";"10-besar-tulisan-hari-ini-jumat-26-januari-2018";"/peringkat/@puncakbukit/10-besar-tulisan-hari-ini-jumat-26-januari-2018";3275;2018-01-30 14:24:03;5.35;5.86
0.107;"SBD";"drakbirkenau";"drakbirkenau";"wow-zg1hbmlh-iheoh";"/dmania/@drakbirkenau/wow-zg1hbmlh-iheoh";175;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"dudu.photograph";"dudu.photograph";"design-love-is-bittersweet";"/design/@dudu.photograph/design-love-is-bittersweet";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"royaleagle";"royaleagle";"meet-a-minnow-sbd-giveaway-results";"/thankyou/@royaleagle/meet-a-minnow-sbd-giveaway-results";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"fluffyblockchain";"fluffyblockchain";"btc-29-01-new-future-period-started-look-at-this-graphs";"/bitcoin/@fluffyblockchain/btc-29-01-new-future-period-started-look-at-this-graphs";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"gheambyt";"gheambyt";"drawing-a-dotted-bonsai";"/art/@gheambyt/drawing-a-dotted-bonsai";164;2018-01-30 14:24:03;5.35;5.86
0.11;"SBD";"kypo";"kypo";"7br2w9-photo-by-kypo";"/landscapephotography/@kypo/7br2w9-photo-by-kypo";180;2018-01-30 14:24:03;5.35;5.86
0.5;"SBD";"adventuroussoul";"adventuroussoul";"7h4oys9r";"/dtube/@adventuroussoul/7h4oys9r";819;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"prometheus21";"tenhanger";"heating-up-in-dallas";"/sportsteem/@tenhanger/heating-up-in-dallas";164;2018-01-30 14:24:03;5.35;5.86
0.1;"SBD";"robin5581";"robin5581";"white-obmama-zg1hbmlh-asroy";"/dmania/@robin5581/white-obmama-zg1hbmlh-asroy";91;2018-01-30 16:48:03;5.32;5.89
0.1;"SBD";"abnys";"abnys";"be-careful-your-style-can-make-you-die-zg1hbmlh-4hor0";"/dmania/@abnys/be-careful-your-style-can-make-you-die-zg1hbmlh-4hor0";91;2018-01-30 16:48:03;5.32;5.89
0.1;"SBD";"steemtravelers";"steemtravelers";"usd-540-million-worth-digital-currency-stolen-by-cyber-attack-in-japan";"/cryptocurrency/@steemtravelers/usd-540-million-worth-digital-currency-stolen-by-cyber-attack-in-japan";91;2018-01-30 16:48:03;5.32;5.89
0.1;"SBD";"hatu";"hatu";"new-bc-ico-changes-finance-forever-massive-project";"/blockchain/@hatu/new-bc-ico-changes-finance-forever-massive-project";91;2018-01-30 16:48:03;5.32;5.89
0.1;"SBD";"sunnyali";"sunnyali";"my-tonights-plan-zg1hbmlh-lirjs";"/dmania/@sunnyali/my-tonights-plan-zg1hbmlh-lirjs";91;2018-01-30 16:48:03;5.32;5.89
0.3;"SBD";"crio";"crio";"photography-aforizma";"/blog/@crio/photography-aforizma";272;2018-01-30 16:48:03;5.32;5.89
0.3;"SBD";"osoznanieedinogo";"osoznanieedinogo";"2018-1-29t23-35-59";"/life/@osoznanieedinogo/2018-1-29t23-35-59";272;2018-01-30 16:48:03;5.32;5.89
0.3;"SBD";"ilariamely";"ilariamely";"uova-sode-ripiene-croccanti-e-fritte-filled-hard-boiled-eggs-fried-and-crunchy";"/food/@ilariamely/uova-sode-ripiene-croccanti-e-fritte-filled-hard-boiled-eggs-fried-and-crunchy";272;2018-01-30 16:48:03;5.32;5.89
0.407;"SBD";"mrkstn1";"mrkstn1";"the-birth-of-a-bone-and-wood-guitar-slide-pt-1-3b3df4ceca3bb";"/woodworking/@mrkstn1/the-birth-of-a-bone-and-wood-guitar-slide-pt-1-3b3df4ceca3bb";369;2018-01-30 16:48:03;5.32;5.89
6;"SBD";"thecryptotrader";"thecryptotrader";"an-appeal-to-ned-binance";"/steemit/@thecryptotrader/an-appeal-to-ned-binance";5447;2018-01-30 16:48:03;5.32;5.89
3;"SBD";"thecryptotrader";"thecryptotrader";"an-appeal-to-ned-kucoin";"/steemit/@thecryptotrader/an-appeal-to-ned-kucoin";2724;2018-01-30 16:48:03;5.32;5.89
0.108;"SBD";"artzanolino";"manouche";"drawdiction-12-or-atom";"/art/@manouche/drawdiction-12-or-atom";98;2018-01-30 16:48:03;5.32;5.89
0.1;"SBD";"killerfreak";"killerfreak";"skyrim-dragonborn";"/dsound/@killerfreak/skyrim-dragonborn";91;2018-01-30 16:48:03;5.32;5.89
0.1;"SBD";"realseb";"realseb";"my-introduce-yourself-post-here-to-stay-and-so-is-blockchain";"/introducemyself/@realseb/my-introduce-yourself-post-here-to-stay-and-so-is-blockchain";198;2018-01-30 19:12:04;5.21
0.1;"SBD";"tuminaz";"tuminaz";"7-keys-to-success-in-steemit-7-kunci-kesuksuksesan-di-steemit";"/indonesia/@tuminaz/7-keys-to-success-in-steemit-7-kunci-kesuksuksesan-di-steemit";198;2018-01-30 19:12:04;5.21
0.1;"SBD";"googlee";"googlee";"beauty-of-life-different-is-better";"/smartphonephotography/@googlee/beauty-of-life-different-is-better";198;2018-01-30 19:12:04;5.21
0.1;"SBD";"imaginalex";"imaginalex";"apprendre-blender-unity-3d-et-le-codage";"/fr/@imaginalex/apprendre-blender-unity-3d-et-le-codage";198;2018-01-30 19:12:04;5.21
0.1;"SBD";"faruqomer";"faruqomer";"me-pending-payout-in-5-mins-zg1hbmlh-8ouod";"/dmania/@faruqomer/me-pending-payout-in-5-mins-zg1hbmlh-8ouod";198;2018-01-30 19:12:04;5.21
2;"SBD";"jumi";"jumi";"do-something-good-mom-dad-should-fulfill-his-dream-e9fa5a0bebac4";"/dlive/@jumi/do-something-good-mom-dad-should-fulfill-his-dream-e9fa5a0bebac4";3960;2018-01-30 19:12:04;5.21
0.1;"SBD";"k3b4b";"k3b4b";"k3b4b-heart-attack";"/dsound/@k3b4b/k3b4b-heart-attack";198;2018-01-30 19:12:04;5.21
0.4;"SBD";"hvonsteemit";"hvonsteemit";"and-10068-crypto-quiz-ethereum-and-10068";"/cryptocurrency/@hvonsteemit/and-10068-crypto-quiz-ethereum-and-10068";792;2018-01-30 19:12:04;5.21
0.1;"SBD";"absn";"absn";"crypto-news-revain-upgrade-revain-releases-version-0-4";"/crypto/@absn/crypto-news-revain-upgrade-revain-releases-version-0-4";198;2018-01-30 19:12:04;5.21
0.1;"SBD";"absn";"absn";"crypto-news-after-hack-improvement-coincheck-relief-as-regular-orders";"/crypto/@absn/crypto-news-after-hack-improvement-coincheck-relief-as-regular-orders";198;2018-01-30 19:12:04;5.21
0.1;"SBD";"alejandr";"alejandr";"my-family-at-village";"/family/@alejandr/my-family-at-village";198;2018-01-30 19:12:04;5.21
0.15;"SBD";"hatu";"hatu";"dubai-food-nights-2-charcoal-ice-cream-0-05-eth-giveaway";"/foodphotography/@hatu/dubai-food-nights-2-charcoal-ice-cream-0-05-eth-giveaway";297;2018-01-30 19:12:04;5.21
1;"SBD";"dumitriu";"dumitriu";"meme-challenge-54-entry-2";"/memechallenge/@dumitriu/meme-challenge-54-entry-2";1980;2018-01-30 19:12:04;5.21
0.1;"SBD";"absn";"absn";"crypto-news-ethereum-eth-updates-a-major-oil-company-is-using-ethereum-eth-blockchain-to-process-gas";"/crypto/@absn/crypto-news-ethereum-eth-updates-a-major-oil-company-is-using-ethereum-eth-blockchain-to-process-gas";198;2018-01-30 19:12:04;5.21
0.3;"SBD";"chroniclefresh";"chroniclefresh";"a-must-watch-video-the-importance-of-scorpions";"/science/@chroniclefresh/a-must-watch-video-the-importance-of-scorpions";594;2018-01-30 19:12:04;5.21
0.2;"SBD";"selfhelp";"selfhelp";"was-this-guy-more-famous-than-elvis-presley";"/music/@selfhelp/was-this-guy-more-famous-than-elvis-presley";396;2018-01-30 19:12:04;5.21
0.2;"SBD";"kresnix";"kresnix";"life-isn-t-perfect-but-it-has-perfect-moments";"/photography/@kresnix/life-isn-t-perfect-but-it-has-perfect-moments";293;2018-01-30 21:36:04;5.05;5.72
0.1;"SBD";"saiful.nizam";"saiful.nizam";"around-putrajaya-malaysia-on-the-day-off-work";"/teammalaysia/@saiful.nizam/around-putrajaya-malaysia-on-the-day-off-work";147;2018-01-30 21:36:04;5.05;5.72
0.1;"SBD";"teukuachee";"teukuachee";"ciri-ciri-orang-yang-beriman-terhadap-sifat-jaiz-allah-4c442ae4e77b9";"/writing/@teukuachee/ciri-ciri-orang-yang-beriman-terhadap-sifat-jaiz-allah-4c442ae4e77b9";147;2018-01-30 21:36:04;5.05;5.72
0.1;"SBD";"garouvein";"garouvein";"man-of-the-world-garouvein-chill-remix";"/dsound/@garouvein/man-of-the-world-garouvein-chill-remix";147;2018-01-30 21:36:04;5.05;5.72
